region,area,sexo,edad,ecivil,educc,e3,activ,o15,o10,o19,yoprcor,ypchtotcor,pobreza_severa,pueblos_indigenas,lugar_nac
6,1,1,4,NA,0,1,NA,NA,NA,NA,NA,1345834,4,0,0
13,2,1,21,8,4,2,1,3,40,1,500000,510669,4,0,0
5,1,2,39,2,6,2,1,5,45,1,750000,791696,4,0,0
14,1,2,24,8,4,2,1,5,45,1,500000,635482,4,0,0
9,1,1,45,1,4,2,1,2,40,NA,700000,283007,4,0,0
16,1,1,3,NA,0,1,NA,NA,NA,NA,NA,159627,2,0,0
4,2,1,70,1,2,2,3,NA,NA,NA,NA,520795,2,0,0
14,1,1,9,NA,1,1,NA,NA,NA,NA,NA,428734,4,1,0
13,1,1,21,8,4,2,1,5,44,1,660000,786667,4,0,0
11,1,2,53,1,4,2,1,3,16,1,430000,455000,4,1,0
15,1,1,32,8,4,2,1,5,45,3,550000,553746,3,1,0
6,2,1,36,8,2,2,1,5,24,3,200000,241918,3,0,0
1,1,2,63,1,4,2,3,NA,NA,NA,NA,878750,4,0,0
8,1,1,60,1,4,2,1,3,44,1,800000,902333,4,0,0
8,1,1,20,8,4,2,3,NA,NA,NA,NA,232102,1,0,0
13,1,1,30,8,6,2,1,5,30,1,615000,741528,4,0,0
14,1,2,26,2,6,2,3,NA,NA,NA,NA,224303,2,0,0
5,2,1,18,8,4,2,2,NA,NA,NA,NA,331667,4,0,0
15,1,1,40,1,2,2,1,5,22,1,180000,143293,2,0,0
6,2,2,39,1,6,2,1,3,44,1,680000,437893,4,0,0
9,2,1,6,NA,0,1,NA,NA,NA,NA,NA,173314,2,1,0
8,1,1,34,2,4,2,1,5,40,3,500000,476320,3,0,0
7,2,2,16,8,3,1,3,NA,NA,NA,NA,193340,2,0,0
11,1,1,58,1,6,2,1,3,44,1,2500000,1900000,4,0,0
13,1,2,20,8,4,2,3,NA,NA,NA,NA,314789,NA,0,0
2,1,1,22,8,4,2,1,5,44,1,600000,780000,4,1,1
3,1,2,48,7,4,2,1,5,45,1,500000,790000,4,0,0
9,1,1,49,1,3,2,3,NA,NA,NA,NA,662500,4,0,0
2,1,2,32,2,4,2,1,5,44,1,450000,389464,4,0,0
4,1,1,60,1,4,2,1,5,44,1,500000,340833,3,0,0
8,1,1,7,NA,1,1,NA,NA,NA,NA,NA,770959,4,0,0
5,1,2,91,7,4,2,3,NA,NA,NA,NA,370590,4,0,0
13,2,1,62,8,4,2,3,NA,NA,NA,NA,1145833,4,0,0
1,1,1,39,2,4,2,1,5,44,1,800000,345000,4,0,0
7,1,2,50,8,4,2,2,NA,NA,NA,NA,262811,2,0,0
10,1,1,56,1,4,2,1,1,40,NA,1200000,625851,4,0,0
12,1,2,72,7,3,2,1,2,20,NA,400000,598500,4,0,0
13,2,2,13,NA,1,1,NA,NA,NA,NA,NA,319821,2,0,0
2,1,1,42,1,4,2,1,5,44,1,1200000,870785,4,0,0
7,2,2,67,1,4,2,3,NA,NA,NA,NA,330431,4,0,0
2,1,1,21,8,5,1,3,NA,NA,NA,NA,451802,4,0,0
7,1,2,58,1,6,2,1,4,49,1,1500000,1375000,4,0,0
10,1,2,44,1,4,2,1,5,40,1,550000,513153,4,0,0
6,2,1,58,1,1,2,1,5,35,1,700000,466667,4,0,0
8,1,2,41,8,4,2,1,5,48,1,500000,327482,4,0,0
11,2,2,72,1,6,2,3,NA,NA,NA,NA,564765,4,0,0
13,1,2,44,2,5,2,1,5,44,1,500000,748611,4,0,0
13,1,2,48,1,4,2,1,5,40,1,600000,200000,1,0,0
7,1,2,8,NA,0,2,NA,NA,NA,NA,NA,136549,1,0,0
8,1,2,80,7,1,2,3,NA,NA,NA,NA,556499,4,0,0
3,1,1,52,2,1,2,2,NA,NA,NA,NA,257148,3,1,0
2,1,1,42,1,4,2,1,5,45,1,1500000,333333,4,0,0
13,1,1,59,1,4,2,1,5,44,1,700000,240405,2,1,0
14,2,2,16,8,3,1,3,NA,NA,NA,NA,169086,1,1,0
12,1,1,72,1,3,2,3,NA,NA,NA,NA,695395,4,0,0
13,1,1,37,2,5,1,1,5,44,1,720000,457417,4,0,0
6,1,1,48,1,4,2,3,NA,NA,NA,NA,153411,2,0,0
8,1,1,27,8,5,2,1,5,44,1,550000,241726,2,0,0
8,1,2,47,8,6,2,1,3,44,1,450000,426389,4,0,0
3,1,1,8,NA,1,1,NA,NA,NA,NA,NA,157131,2,1,0
5,2,1,64,7,1,2,3,NA,NA,NA,NA,653598,4,0,0
5,1,2,71,1,3,2,3,NA,NA,NA,NA,828250,4,0,0
13,1,2,35,2,6,1,1,3,44,1,2500000,2620000,4,0,0
9,1,1,26,2,3,2,1,5,40,1,400000,334859,4,0,0
4,1,1,56,1,4,2,1,3,44,1,430000,533775,4,0,0
9,1,2,7,NA,1,1,NA,NA,NA,NA,NA,310094,NA,0,0
5,1,1,50,8,3,2,1,5,44,1,600000,665468,4,0,0
8,1,2,75,7,2,2,3,NA,NA,NA,NA,580365,4,0,0
9,1,2,38,8,5,1,1,3,44,2,680000,412335,4,1,0
5,1,1,22,8,5,1,3,NA,NA,NA,NA,629593,4,0,0
16,1,1,56,5,6,2,2,NA,NA,NA,NA,356245,2,0,0
5,1,2,24,8,4,2,1,5,44,1,500000,450000,4,0,0
9,1,1,15,8,3,1,3,NA,NA,NA,NA,251000,2,1,0
11,1,1,93,6,2,2,3,NA,NA,NA,NA,554210,4,0,0
16,2,1,78,1,2,2,3,NA,NA,NA,NA,305824,4,0,0
11,1,2,62,1,2,2,3,NA,NA,NA,NA,390473,2,0,0
8,1,1,55,1,2,2,3,NA,NA,NA,NA,200000,2,0,0
13,1,2,27,2,5,1,1,5,30,1,300000,978917,4,0,0
13,1,1,20,8,5,1,3,NA,NA,NA,NA,168574,1,0,0
5,1,1,24,2,4,2,1,5,44,3,700000,233333,2,0,1
10,2,1,64,8,1,2,1,2,20,NA,NA,420000,2,0,0
4,2,2,31,8,4,2,3,NA,NA,NA,NA,586085,4,0,0
2,1,1,41,8,5,2,1,2,35,NA,150000,294800,4,0,0
13,1,2,59,2,4,2,1,3,40,1,350000,264167,2,0,0
15,1,2,17,8,3,1,3,NA,NA,NA,NA,320908,4,0,0
13,1,2,26,8,5,1,3,NA,NA,NA,NA,416833,4,0,0
5,1,1,54,1,6,2,1,3,44,1,2400000,1724509,4,0,0
16,1,2,53,8,4,2,3,NA,NA,NA,NA,632148,4,0,0
10,1,2,25,2,3,2,3,NA,NA,NA,NA,289571,4,1,0
5,1,1,50,2,4,2,1,5,44,3,350000,165091,2,0,0
1,1,2,37,1,6,2,1,2,25,NA,400000,900000,4,0,0
13,1,1,23,8,5,1,3,NA,NA,NA,NA,441741,4,0,0
7,1,2,72,7,3,2,3,NA,NA,NA,NA,564239,4,0,0
14,1,2,20,8,4,2,1,5,35,1,500000,352182,4,0,0
16,1,1,13,NA,2,1,NA,NA,NA,NA,NA,368950,3,1,0
13,1,1,22,8,5,1,3,NA,NA,NA,NA,426952,4,0,0
4,2,2,73,1,2,2,3,NA,NA,NA,NA,190000,2,0,0
1,1,2,6,NA,0,1,NA,NA,NA,NA,NA,514583,4,0,0
13,1,1,24,8,5,1,2,NA,NA,NA,NA,447396,4,0,0
7,1,2,5,NA,0,1,NA,NA,NA,NA,NA,169103,1,0,0
2,1,2,23,8,5,1,3,NA,NA,NA,NA,540000,4,0,0
14,1,1,13,NA,1,1,NA,NA,NA,NA,NA,159021,2,0,0
13,1,1,52,2,4,2,1,2,84,NA,600000,648333,3,0,1
5,2,2,78,7,1,2,3,NA,NA,NA,NA,356499,2,0,0
2,1,1,4,NA,0,2,NA,NA,NA,NA,NA,922222,4,0,0
13,1,2,67,1,3,2,3,NA,NA,NA,NA,631034,4,0,0
4,1,2,72,8,1,2,3,NA,NA,NA,NA,372023,2,0,0
10,2,2,23,8,5,1,1,5,44,1,500000,380295,4,1,0
8,1,2,61,1,4,2,1,7,21,3,300000,336667,4,0,0
10,1,2,60,1,1,2,3,NA,NA,NA,NA,319580,4,0,0
9,1,2,46,2,4,2,2,NA,NA,NA,NA,459522,4,0,0
7,1,1,70,1,1,2,3,NA,NA,NA,NA,295000,2,0,0
1,1,2,12,NA,1,1,NA,NA,NA,NA,NA,165227,1,0,0
14,2,1,33,2,4,2,1,5,44,3,500000,182330,4,0,0
16,2,2,72,1,2,2,1,2,50,NA,NA,456563,4,0,0
13,1,2,29,2,6,2,1,5,54,1,590000,622368,4,0,1
10,1,2,12,NA,1,1,NA,NA,NA,NA,NA,573417,4,1,0
16,2,1,75,1,0,2,3,NA,NA,NA,NA,774791,4,0,0
1,1,1,8,NA,1,1,NA,NA,NA,NA,NA,683000,4,1,0
13,1,1,35,8,2,2,3,NA,NA,NA,NA,411407,4,0,0
7,1,1,10,NA,1,1,NA,NA,NA,NA,NA,182997,4,0,0
6,1,1,15,8,3,1,3,NA,NA,NA,NA,430898,4,0,0
16,1,1,49,1,4,2,1,4,44,1,600000,293813,4,0,0
10,1,2,32,8,6,2,1,5,40,1,NA,645000,4,0,0
6,2,2,52,5,2,2,1,5,44,1,700000,318383,4,0,0
13,1,1,70,1,6,2,1,5,40,1,3000000,6075001,4,0,0
13,1,2,41,8,4,2,1,5,35,1,330000,310000,4,0,0
3,1,1,31,8,5,2,3,NA,NA,NA,NA,722639,4,0,0
6,1,1,47,1,1,2,1,5,44,1,500000,217099,2,0,0
15,1,2,33,2,6,2,1,5,45,1,2200000,1025833,4,0,0
7,2,2,15,8,2,1,3,NA,NA,NA,NA,201740,2,0,0
16,1,1,51,1,6,2,1,5,43,1,1900000,1080556,4,0,0
14,1,1,15,8,3,1,3,NA,NA,NA,NA,506250,4,0,0
5,1,2,57,6,6,2,1,5,44,1,1200000,917500,4,0,0
10,1,2,21,8,5,1,2,NA,NA,NA,NA,230823,2,1,0
6,1,1,44,8,4,2,1,5,44,1,1200000,363574,4,0,0
7,2,2,51,5,2,2,1,5,44,1,450000,184771,2,0,0
13,1,2,70,1,6,2,3,NA,NA,NA,NA,1666667,4,0,0
9,2,1,10,NA,1,1,NA,NA,NA,NA,NA,225157,4,1,0
7,1,1,60,1,2,2,1,2,48,NA,600000,705000,4,0,0
9,1,2,35,8,6,2,1,5,30,1,289000,289000,2,1,0
10,1,2,66,5,4,2,1,7,45,3,500000,907750,4,1,0
8,1,2,66,8,6,2,1,2,30,NA,350000,647629,4,0,0
12,1,2,34,2,4,2,3,NA,NA,NA,NA,223933,2,1,0
10,2,1,66,5,3,2,3,NA,NA,NA,NA,752124,4,0,0
13,1,2,66,5,3,2,1,7,3,3,100000,437187,4,0,0
13,1,1,40,8,6,2,1,5,42,1,800000,579444,4,1,0
5,1,2,42,8,4,2,1,2,20,NA,150000,381471,4,0,0
7,1,2,42,1,6,2,3,NA,NA,NA,NA,283333,2,0,0
2,1,1,70,1,6,2,3,NA,NA,NA,NA,420000,4,0,0
14,1,2,20,8,5,1,3,NA,NA,NA,NA,625996,4,0,0
1,1,2,61,2,4,2,3,NA,NA,NA,NA,400498,4,1,0
13,1,2,65,7,4,2,3,NA,NA,NA,NA,490265,4,0,0
8,2,1,2,NA,0,1,NA,NA,NA,NA,NA,341292,4,0,0
11,1,2,37,8,5,1,1,3,40,1,650000,1050000,4,0,0
3,1,2,62,1,1,2,1,2,16,NA,50000,576294,3,0,0
5,2,1,18,8,3,1,3,NA,NA,NA,NA,358494,3,0,0
10,1,2,57,7,2,2,3,NA,NA,NA,NA,472884,2,1,0
5,1,2,50,2,4,2,3,NA,NA,NA,NA,175996,2,0,0
6,2,2,45,1,6,2,1,5,44,1,3500000,1590000,4,0,0
13,1,2,44,1,6,2,3,NA,NA,NA,NA,739954,4,0,0
13,1,1,12,NA,1,1,NA,NA,NA,NA,NA,284584,4,0,0
5,1,1,71,2,4,2,1,2,49,NA,150000,390069,4,0,0
13,1,1,63,8,2,2,1,2,10,NA,110000,377148,1,0,0
13,1,2,64,6,2,2,3,NA,NA,NA,NA,184765,2,0,0
9,1,2,70,7,1,2,1,7,6,3,120000,542490,4,0,0
13,1,1,19,8,5,1,3,NA,NA,NA,NA,199139,2,0,1
11,2,1,58,8,0,2,3,NA,NA,NA,NA,2531945,4,0,0
16,1,1,56,8,1,2,1,2,50,NA,500000,370196,3,0,0
5,1,2,61,6,3,2,3,NA,NA,NA,NA,406128,3,0,0
13,1,2,54,1,4,2,3,NA,NA,NA,NA,268964,4,0,0
8,2,2,76,7,1,2,3,NA,NA,NA,NA,407189,4,0,0
16,1,2,65,8,4,2,3,NA,NA,NA,NA,464296,2,0,0
5,1,2,63,7,5,2,1,5,48,1,480000,390000,4,0,1
2,2,2,12,NA,1,1,NA,NA,NA,NA,NA,271512,3,0,1
13,1,1,2,NA,0,1,NA,NA,NA,NA,NA,296514,4,0,0
7,1,1,23,8,4,2,1,1,44,NA,500000,743333,4,0,0
7,1,2,80,7,2,2,3,NA,NA,NA,NA,514000,2,0,0
10,1,1,5,NA,0,2,NA,NA,NA,NA,NA,248766,3,0,0
13,1,1,74,1,1,2,3,NA,NA,NA,NA,291996,NA,0,0
14,1,2,74,8,3,2,3,NA,NA,NA,NA,316692,2,0,0
5,1,1,11,NA,1,1,NA,NA,NA,NA,NA,1815667,4,0,0
9,1,2,24,8,6,2,1,3,44,1,900000,925037,4,0,0
1,1,2,41,5,3,2,1,5,44,1,650000,270278,3,0,1
10,1,2,71,7,1,2,3,NA,NA,NA,NA,325000,2,1,0
1,1,1,15,8,3,1,3,NA,NA,NA,NA,248748,4,0,0
3,1,1,15,8,3,1,3,NA,NA,NA,NA,675729,4,0,0
3,1,1,5,NA,0,1,NA,NA,NA,NA,NA,167471,1,0,0
13,1,2,70,7,1,2,3,NA,NA,NA,NA,168574,1,0,-88
8,1,2,42,1,6,2,1,5,44,1,500000,516030,4,0,1
8,1,1,13,NA,2,1,NA,NA,NA,NA,NA,442620,4,0,0
8,1,1,8,NA,1,1,NA,NA,NA,NA,NA,381432,4,0,0
13,1,2,59,1,6,2,1,4,40,1,3000000,2400000,4,0,0
16,1,1,56,1,3,2,1,5,50,1,1000000,1094834,4,0,0
1,1,2,69,1,4,2,3,NA,NA,NA,NA,710895,4,0,0
8,1,1,47,8,4,2,1,2,10,NA,200000,376111,4,0,0
4,1,1,54,2,4,2,2,NA,NA,NA,NA,266667,1,0,0
12,1,1,4,NA,0,1,NA,NA,NA,NA,NA,300608,2,1,0
13,1,2,52,8,3,2,1,7,34,1,500000,439884,3,0,0
12,1,1,66,5,3,2,1,2,60,NA,1000000,1780000,4,0,0
8,1,2,50,1,3,2,3,NA,NA,NA,NA,348000,4,0,0
10,1,1,46,5,6,2,1,5,40,1,1000000,1471667,4,0,0
10,2,2,26,5,5,1,1,2,20,NA,140000,206475,3,1,0
5,1,2,32,2,6,2,1,2,60,NA,400000,553889,3,0,0
16,2,2,61,8,4,2,3,NA,NA,NA,NA,830000,4,0,0
3,1,1,59,1,6,2,1,3,44,1,1500000,1736111,4,0,0
14,1,2,43,6,6,2,1,5,44,1,1200000,405524,4,0,0
5,1,1,24,8,5,2,2,NA,NA,NA,NA,271432,4,0,0
9,1,2,38,2,6,2,1,4,44,1,1800000,1141500,4,1,0
13,1,1,62,1,2,2,1,5,48,1,550000,383167,4,0,0
8,1,2,13,NA,1,1,NA,NA,NA,NA,NA,228611,2,0,0
6,1,2,73,8,6,2,3,NA,NA,NA,NA,811667,4,0,0
8,1,1,63,1,4,2,1,5,50,1,500000,544524,4,1,0
3,1,1,0,NA,0,2,NA,NA,NA,NA,NA,742043,4,0,0
7,2,2,33,8,6,2,1,3,44,1,750000,485039,4,0,0
10,1,2,45,1,6,2,3,NA,NA,NA,NA,476042,4,0,0
14,1,2,70,1,1,2,3,NA,NA,NA,NA,360380,4,0,0
12,1,1,7,NA,1,1,NA,NA,NA,NA,NA,327667,4,0,0
8,1,1,75,1,1,2,3,NA,NA,NA,NA,392643,4,0,0
14,1,1,10,NA,1,1,NA,NA,NA,NA,NA,153942,2,0,0
8,1,1,8,NA,1,1,NA,NA,NA,NA,NA,240721,2,0,0
8,1,1,32,1,6,2,1,8,72,1,900000,359046,4,0,0
13,1,1,26,8,5,1,2,NA,NA,NA,NA,850000,4,1,0
13,1,2,58,7,4,2,3,NA,NA,NA,NA,346469,2,0,0
16,1,1,40,2,6,2,2,NA,NA,NA,NA,601695,4,0,0
12,1,2,41,1,5,1,3,NA,NA,NA,NA,366991,4,1,0
13,1,2,45,2,6,2,1,1,15,NA,800000,979599,4,0,0
13,1,1,26,8,1,2,1,5,54,3,400000,295448,3,1,0
8,1,1,59,1,1,2,3,NA,NA,NA,NA,301000,4,0,0
6,1,2,33,2,3,2,1,5,45,1,480000,286429,4,0,0
16,1,2,14,8,3,1,NA,NA,NA,NA,NA,511425,4,0,0
14,2,1,55,1,6,2,1,5,44,1,1800000,1706944,4,0,0
13,1,2,49,1,4,2,1,2,28,NA,80000,346872,4,0,0
10,1,1,3,NA,0,2,NA,NA,NA,NA,NA,207180,3,0,0
8,1,1,90,7,4,2,3,NA,NA,NA,NA,427146,4,0,0
13,1,1,55,1,6,2,1,1,44,NA,6000000,3018750,4,0,0
2,1,1,19,8,5,1,2,NA,NA,NA,NA,164162,1,0,0
13,1,1,12,NA,1,1,NA,NA,NA,NA,NA,273333,4,0,1
13,1,2,50,1,6,2,3,NA,NA,NA,NA,312500,4,0,0
14,2,2,23,2,5,1,2,NA,NA,NA,NA,597790,4,0,0
13,1,2,69,1,6,2,3,NA,NA,NA,NA,642084,4,0,0
10,2,2,9,NA,1,1,NA,NA,NA,NA,NA,176114,2,0,0
14,1,2,10,NA,1,1,NA,NA,NA,NA,NA,325786,NA,0,0
8,2,1,76,1,2,2,3,NA,NA,NA,NA,445000,4,0,0
2,1,2,54,1,4,2,3,NA,NA,NA,NA,490996,4,0,0
5,1,2,62,1,4,2,3,NA,NA,NA,NA,412500,4,0,0
14,1,2,28,8,4,2,1,5,45,1,500000,406667,3,1,0
2,1,2,45,2,4,2,3,NA,NA,NA,NA,333333,4,0,0
8,1,2,50,2,4,2,1,5,44,1,500000,1173000,4,0,0
8,2,1,10,NA,1,1,NA,NA,NA,NA,NA,301888,4,1,0
13,1,1,43,8,4,2,1,5,40,1,1000000,1022083,4,0,0
9,1,1,2,NA,0,2,NA,NA,NA,NA,NA,155835,1,1,0
13,1,1,62,1,5,2,1,5,54,1,700000,1179833,4,0,0
9,1,2,15,8,3,1,3,NA,NA,NA,NA,400000,4,0,0
5,1,2,44,8,6,2,1,4,60,1,800000,275494,4,0,0
11,2,1,44,1,4,2,1,3,44,1,1600000,994167,4,0,0
13,1,2,28,8,6,2,1,5,45,1,500000,486900,4,1,0
13,1,2,50,1,4,2,3,NA,NA,NA,NA,625000,4,0,0
8,1,1,34,8,6,2,2,NA,NA,NA,NA,462859,4,0,0
8,1,2,64,1,4,2,3,NA,NA,NA,NA,317266,4,0,0
13,1,1,50,5,4,2,1,5,44,1,600000,381045,4,0,0
8,1,2,58,8,4,2,3,NA,NA,NA,NA,732000,4,0,0
7,1,2,57,1,2,2,3,NA,NA,NA,NA,261095,3,0,0
11,1,1,66,6,5,2,1,2,44,NA,550000,950000,4,0,0
6,1,2,68,1,1,2,3,NA,NA,NA,NA,413222,4,0,0
3,1,2,65,6,4,2,3,NA,NA,NA,NA,1096296,4,1,0
15,1,2,53,8,4,2,1,5,45,1,300000,455750,4,0,0
3,1,1,23,8,5,1,1,2,45,NA,500000,180912,4,1,0
5,2,1,35,8,6,2,1,2,44,NA,1500000,1469916,4,0,0
3,1,1,79,7,1,2,3,NA,NA,NA,NA,314296,4,0,0
8,1,2,31,8,6,2,1,5,44,1,800000,763893,4,0,0
13,2,1,41,2,1,2,1,5,44,1,NA,197531,2,0,0
15,1,1,37,8,4,2,3,NA,NA,NA,NA,392864,NA,1,0
10,1,1,93,1,4,2,3,NA,NA,NA,NA,513294,4,0,0
10,2,1,58,1,2,2,1,2,40,NA,200000,266432,3,0,0
1,1,2,33,8,5,1,1,5,40,1,488000,328495,4,0,0
13,1,1,26,8,6,2,1,5,20,1,500000,2670834,4,0,0
16,1,2,34,2,6,2,1,5,44,1,750000,1300000,4,0,0
9,2,2,57,1,2,2,1,7,24,1,350000,273598,4,0,0
5,2,2,54,2,1,2,1,2,10,NA,200000,251194,4,0,0
10,1,1,27,2,6,2,1,5,44,1,400000,350000,4,0,0
5,1,1,35,8,4,2,2,NA,NA,NA,NA,339352,4,0,0
4,1,1,22,8,4,2,1,5,36,1,200000,400000,4,0,0
14,2,2,57,1,1,2,3,NA,NA,NA,NA,398549,4,0,0
12,1,2,91,7,2,2,3,NA,NA,NA,NA,261068,4,0,0
8,1,1,70,5,4,2,1,2,50,NA,400000,1260833,4,0,0
5,1,1,25,8,5,1,2,NA,NA,NA,NA,380000,2,0,0
6,1,1,7,NA,1,1,NA,NA,NA,NA,NA,207392,2,1,0
13,1,1,29,8,6,2,1,5,40,1,500000,350000,4,0,0
10,1,1,19,8,4,2,3,NA,NA,NA,NA,274111,4,0,0
5,1,1,39,2,3,2,1,2,44,NA,600000,526042,4,0,0
14,1,2,27,8,6,2,1,5,44,1,1200000,1360000,4,0,0
4,1,2,37,2,4,2,3,NA,NA,NA,NA,303750,4,0,0
5,1,2,37,1,4,2,1,5,20,3,300000,349409,4,0,0
12,1,2,40,2,6,2,1,3,40,1,1000000,2516667,4,0,0
6,1,2,35,2,5,2,1,5,44,3,500000,200833,2,0,1
13,1,2,26,8,5,1,2,NA,NA,NA,NA,699375,4,0,0
2,1,2,31,2,6,2,1,3,44,1,4000000,3850000,4,0,1
9,1,2,58,8,2,2,1,7,20,3,250000,251991,2,0,0
13,1,1,9,NA,1,1,NA,NA,NA,NA,NA,2082917,4,0,0
10,2,2,61,1,4,2,1,5,45,1,400000,807329,4,0,0
9,1,2,34,8,5,1,1,5,36,1,460000,243221,3,1,0
1,1,2,22,1,6,2,1,8,44,1,900000,975000,4,0,0
3,1,1,50,8,4,2,3,NA,NA,NA,NA,578864,4,0,0
8,1,1,47,8,6,2,1,5,44,1,NA,350000,4,0,0
5,1,2,66,1,3,2,1,2,20,NA,400000,672046,4,1,0
13,1,1,28,8,4,2,1,5,44,1,500000,572379,3,0,0
11,2,2,5,NA,0,1,NA,NA,NA,NA,NA,1175000,4,0,0
5,2,2,58,8,4,2,1,2,40,NA,200000,483667,4,0,0
13,1,2,70,5,4,2,3,NA,NA,NA,NA,536333,4,0,0
8,1,1,66,5,3,2,1,2,2,NA,50000,341667,4,0,0
13,1,1,50,2,6,2,1,5,20,3,150000,219278,2,0,0
15,2,1,35,8,3,2,3,NA,NA,NA,NA,324762,3,0,0
13,1,1,47,2,6,2,1,2,44,NA,800000,695477,4,0,0
9,1,1,22,8,4,2,1,2,3,NA,90000,174088,3,0,0
9,1,2,73,1,4,2,3,NA,NA,NA,NA,494222,4,0,0
8,1,1,37,1,4,2,2,NA,NA,NA,NA,174210,1,0,0
2,1,2,51,8,-88,2,3,NA,NA,NA,NA,615941,4,1,0
5,1,1,81,1,3,2,3,NA,NA,NA,NA,355750,4,0,0
13,1,2,36,2,6,2,1,5,44,1,2500000,3355001,4,0,0
16,1,1,62,2,3,2,3,NA,NA,NA,NA,188773,1,0,0
16,1,1,54,8,4,2,1,5,44,1,502000,652000,4,0,0
10,1,1,82,1,3,2,3,NA,NA,NA,NA,347089,4,0,0
15,1,2,17,8,4,1,3,NA,NA,NA,NA,283333,3,0,1
8,1,2,36,2,6,2,1,4,44,1,800000,573157,4,0,0
13,1,1,57,8,4,2,1,2,50,NA,270000,199387,2,0,0
8,1,2,15,8,3,1,3,NA,NA,NA,NA,183000,2,1,0
13,1,1,42,2,6,2,1,5,44,1,800000,379572,4,0,0
5,1,2,72,1,1,2,3,NA,NA,NA,NA,488791,4,0,0
5,1,2,7,NA,1,1,NA,NA,NA,NA,NA,1250996,4,0,0
5,2,1,16,8,3,1,3,NA,NA,NA,NA,678306,4,0,0
9,1,2,53,1,4,2,3,NA,NA,NA,NA,212762,4,1,0
13,1,2,75,7,4,2,1,2,10,NA,200000,687972,4,0,0
13,1,1,39,8,5,2,1,5,45,1,1000000,1302084,4,0,0
6,1,1,16,8,3,1,3,NA,NA,NA,NA,324610,4,0,0
13,1,1,46,8,5,2,1,5,45,1,820000,1049792,4,1,0
9,1,1,36,8,6,2,2,NA,NA,NA,NA,196664,2,0,0
6,1,1,12,NA,1,1,NA,NA,NA,NA,NA,240414,2,0,0
9,1,2,77,7,4,2,3,NA,NA,NA,NA,519941,4,0,0
5,1,1,0,NA,0,2,NA,NA,NA,NA,NA,252425,4,0,0
2,1,1,34,8,5,2,1,5,44,1,900000,6348556,4,0,0
13,1,2,42,1,6,2,2,NA,NA,NA,NA,500000,4,0,0
13,1,2,51,8,5,2,1,5,44,1,600000,735556,4,0,0
2,1,1,41,2,5,1,1,5,84,1,800000,912222,4,0,0
16,2,1,18,8,4,1,3,NA,NA,NA,NA,287767,1,0,0
2,1,2,35,8,6,2,1,5,40,1,2500000,1224444,4,0,0
8,1,2,27,2,4,2,1,3,20,1,350000,287682,4,0,0
13,1,1,63,1,6,2,1,5,60,1,2239096,580637,4,0,0
4,1,2,15,8,3,1,3,NA,NA,NA,NA,400000,3,0,0
5,1,1,2,NA,0,1,NA,NA,NA,NA,NA,320000,4,0,0
13,1,2,33,8,4,2,1,2,25,NA,400000,268056,3,0,0
3,1,1,59,8,2,2,1,2,40,NA,1300000,1345833,4,0,0
8,1,2,26,5,4,2,1,5,30,1,300000,227714,2,0,0
8,1,2,21,8,5,1,3,NA,NA,NA,NA,403089,4,0,0
10,1,1,20,2,-88,2,1,5,40,1,500000,372867,4,0,-88
15,1,1,14,8,1,1,NA,NA,NA,NA,NA,218224,3,1,0
13,2,2,9,NA,1,1,NA,NA,NA,NA,NA,545114,4,0,0
13,1,2,59,8,2,2,3,NA,NA,NA,NA,337500,4,0,0
10,1,2,17,8,4,1,3,NA,NA,NA,NA,223213,2,1,0
16,1,1,48,8,4,2,2,NA,NA,NA,NA,365552,4,0,0
5,1,2,22,8,5,1,3,NA,NA,NA,NA,174000,2,0,0
13,1,1,19,8,3,2,1,5,20,1,550000,592222,3,1,0
5,1,1,5,NA,0,1,NA,NA,NA,NA,NA,723667,4,0,0
12,1,1,71,1,1,2,1,3,44,1,NA,250000,2,0,0
6,1,1,28,8,3,2,1,2,44,NA,500000,308333,3,0,0
16,1,1,15,8,3,1,3,NA,NA,NA,NA,192812,2,0,0
10,2,2,4,NA,0,1,NA,NA,NA,NA,NA,234730,3,1,0
15,1,1,15,8,3,1,3,NA,NA,NA,NA,413036,4,0,0
14,1,1,34,2,6,2,1,5,44,1,600000,403574,4,0,0
1,1,1,19,8,5,1,3,NA,NA,NA,NA,345422,4,0,0
1,1,1,34,8,6,2,1,2,20,NA,300000,704765,4,0,0
6,1,2,26,2,2,2,3,NA,NA,NA,NA,80000,1,0,1
13,1,2,32,8,6,2,1,5,45,1,1000000,829167,4,0,1
4,2,2,2,NA,0,2,NA,NA,NA,NA,NA,273598,4,0,0
5,2,1,67,1,1,2,3,NA,NA,NA,NA,545500,4,0,0
15,1,2,42,1,6,2,1,2,28,NA,160000,202050,2,0,0
16,1,2,10,NA,1,1,NA,NA,NA,NA,NA,301128,4,0,0
10,2,1,54,5,4,2,2,NA,NA,NA,NA,254192,2,0,0
7,1,1,57,8,0,2,3,NA,NA,NA,NA,286435,3,0,0
13,1,2,18,8,4,2,2,NA,NA,NA,NA,1852626,4,0,0
1,1,2,72,7,4,2,3,NA,NA,NA,NA,680000,4,0,0
14,1,1,30,1,4,2,1,5,32,1,1500000,645958,4,0,0
3,1,1,39,2,3,2,1,2,48,NA,43000,64821,1,0,0
13,2,1,68,1,1,2,3,NA,NA,NA,NA,463000,4,0,0
